id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
315109,Flat in the heart of Ipanema beach,1618486,Denise,,Ipanema,-22.9819,-43.20042,Entire home/apt,225,10,15,2015-04-22,0.13,2,268,0,
316652,Everything u need + Breakfast!,1626226,Luiz,,Botafogo,-22.94471,-43.18421,Private room,153,3,96,2021-11-15,0.80,1,229,3,
318861,3 Bedroom 3 bathroom luxury apt.,1635489,Riyad,,Copacabana,-22.96703,-43.18193,Entire home/apt,1135,3,3,2020-03-08,0.03,1,58,0,
321637,NEW WORLD LODGINGS #Caledonia Room,1641925,Charles,,Botafogo,-22.94187,-43.18707,Private room,738,3,1,2012-02-21,0.01,3,365,0,
321648,NEW WORLD LODGINGS #Tirrik Room -RJ,1641925,Charles,,Botafogo,-22.94259,-43.18703,Private room,738,3,3,2015-01-09,0.03,3,365,0,
322004,THE BEST OF IPANEMA I - ONE BEDROOM,1648634,Jose,,Ipanema,-22.98531,-43.20082,Entire home/apt,851,4,198,2021-12-17,1.68,8,221,18,
323213,Quarto aconchegante em Ipanema.,1603013,Giane,,Ipanema,-22.98123,-43.19865,Private room,422,3,13,2020-02-27,0.13,2,349,0,
324324,Wonderful location in Copacabana!,1659441,Valéria,,Copacabana,-22.96488,-43.17707,Entire home/apt,943,3,103,2021-11-02,0.87,1,231,9,
324541,NEW WORLD INDEPENDENT LODGINGS - RJ,1641925,Charles,,Botafogo,-22.94264,-43.18865,Private room,1986,3,6,2015-11-09,0.05,3,365,0,
324679,Rio from the hill!,496656,Marcia  Longras,,Botafogo,-22.94231,-43.18528,Private room,188,5,13,2018-09-04,0.12,7,357,0,
324827,duino`s house in Rio de Janeiro,1622624,Edwin,,Vargem Grande,-23.00075,-43.50841,Shared room,454,1,0,,,1,365,0,
326205,Copa Penthouse Red & White Suite,1603206,Bob,,Copacabana,-22.96825,-43.18237,Entire home/apt,263,3,116,2021-12-15,0.98,6,313,10,
326575,A COPACABANA 2 Bedroom  BEACH BLOCK,1668565,Maria José,,Copacabana,-22.97696,-43.18933,Entire home/apt,621,3,199,2021-12-16,1.67,1,281,3,
327375,2BR Cosy Apt w/Pool in Santa Teresa,1673501,Josy,,Santa Teresa,-22.92129,-43.18193,Entire home/apt,3960,1,12,2020-02-25,0.10,4,358,0,
328626,OLYMPIC GAMES 2016 - in Rio de Janeiro,1675497,Priscila,,Santa Teresa,-22.92286,-43.1879,Entire home/apt,1250,20,1,2012-02-21,0.01,1,365,0,
328668,LOFT NEAR BEAUTIFUL WILD BEACHES,1678723,Cibele,,Vargem Grande,-22.9682,-43.49165,Private room,200,1,0,,,1,365,0,
329615,Private room in big nice house,1416853,Maria,,Jardim Botânico,-22.96547,-43.23666,Private room,1135,1,0,,,1,365,0,
330146,independent room within nature,1683850,Giselle & Jorge,,Recreio dos Bandeirantes,-23.02176,-43.51962,Private room,200,2,0,,,1,365,0,
331088,Leblon Beach /Gávea The Best placee,530231,Yaya,,Leblon,-22.9789,-43.22399,Private room,91,1,45,2020-01-10,0.38,5,322,0,
331199,BOTAFOGO BEACH | BUNKBED ROOM,1689028,Leo,,Botafogo,-22.94351,-43.18324,Private room,120,3,106,2020-01-02,0.89,2,349,0,
332150,"GREAT VIEW -Santa Teresa- GUESTHOUSE ""Casa 48""  #2",406989,Casa 48 Guesthouse,,Santa Teresa,-22.92879,-43.19474,Private room,225,7,69,2020-01-05,0.62,6,269,0,
332151,"GREAT VIEW -Guesthouse ""CASA 48""- Santa Teresa  #3",406989,Casa 48 Guesthouse,,Santa Teresa,-22.92691,-43.19309,Private room,225,7,35,2020-01-23,0.36,6,269,0,
333305,Copacabana Apartment Block Beach,1698297,Rodrigo,,Copacabana,-22.97009,-43.18231,Entire home/apt,2724,2,4,2016-08-24,0.05,1,363,0,
336569,The most beautiful view in Rio!,1712679,Ana Amelia,,Botafogo,-22.94684,-43.18302,Entire home/apt,751,4,67,2021-02-16,0.56,3,365,1,
337345,Gorgeous beachfront suitable bar,1714680,Katiuscia,,Barra da Tijuca,-23.01147,-43.36394,Private room,2837,1,0,,,1,365,0,
337989,Triple A. Lapa' s best building.,1424767,Gustavo,,Centro,-22.9109,-43.18238,Entire home/apt,165,2,23,2017-09-25,0.20,4,324,0,
342874,Comfortable in Copacabana beach,829630,Luciana,,Leme,-22.96392,-43.17263,Entire home/apt,479,1,120,2021-12-13,1.01,3,68,28,
344463,Ocean front 2 suite apt + amenities,1762102,Hilda,,Barra da Tijuca,-23.0098,-43.37099,Entire home/apt,396,3,64,2019-11-05,0.57,2,260,0,
346694,"Alugo quarto espaçoso ,com direitos",1612576,Jassanan,,Vila da Penha,-22.84208,-43.31572,Private room,369,1,0,,,1,362,0,
347295,Copa Penthouse Brown & White Suite,1603206,Bob,,Copacabana,-22.96654,-43.18248,Entire home/apt,125,3,73,2020-04-01,0.61,6,147,0,
347820,AMAZING BEACH FRONT IN COPACABANA,235496,Paola & Isak,,Copacabana,-22.98287,-43.18972,Entire home/apt,2986,2,279,2021-12-07,2.34,4,305,18,
347883,Virtually On The Beach!!!,1763389,Philip,,Copacabana,-22.98108,-43.18899,Entire home/apt,1071,3,205,2021-12-24,1.72,2,113,19,
348330,"High floor modern apartment at GEMINI, with view.",249191,Durval,,Lagoa,-22.97668,-43.19735,Entire home/apt,2020,2,19,2020-03-31,0.21,1,365,0,
352718,"Copacabana, Posto 06,   Um quarto",1786148,Ricardo,,Copacabana,-22.98127,-43.19215,Private room,500,1,2,2013-02-14,0.02,1,363,0,
355075,Charmosa hospedagem!,1707318,Alessandro,,Flamengo,-22.93527,-43.17834,Private room,1135,1,0,,,1,365,0,
357554,EXCELLENT LOCATION IN COPACABANA,1809627,Angelica And Bob,,Copacabana,-22.97369,-43.19022,Entire home/apt,358,3,191,2021-11-30,1.70,4,71,13,
358339,"Best in ""Ipanema Beach""",1812201,Eliane,,Ipanema,-22.98539,-43.19869,Entire home/apt,1419,5,1,2014-06-28,0.01,3,365,0,
358365,Rent a Room at the Ipanema Beach,1812201,Eliane,,Ipanema,-22.98563,-43.20032,Private room,1419,1,0,,,3,365,0,
360877,BEST PLACE IN COPACABANA - HIGH SPEED INTERNET,1824379,Roger,,Copacabana,-22.96689,-43.1805,Entire home/apt,655,9,233,2021-11-15,1.96,3,231,14,
365578,2 br noble placement in copacabana.,1834286,Carlos,,Copacabana,-22.97537,-43.18631,Entire home/apt,842,2,277,2021-11-29,2.34,3,88,23,
367590,Beautiful Apartment at Ipanema,1855720,Paula,,Ipanema,-22.98589,-43.19298,Entire home/apt,450,5,20,2017-09-25,0.17,1,302,0,
368146,Ótimo Apartamento em Ipanema,1858602,Silvia,,Ipanema,-22.98657,-43.19549,Entire home/apt,336,3,205,2021-12-10,1.72,2,302,28,
371950,Excelente Apartamento em Ipanema,1858602,Silvia,,Ipanema,-22.98485,-43.1972,Entire home/apt,423,3,294,2021-12-11,2.48,2,277,30,
380887,COPACABANA ENTRE AS PRAIAS DE IPANEMA E ARPOADOR,1910409,Leandro,,Copacabana,-22.98419,-43.19254,Entire home/apt,759,5,36,2021-12-10,1.39,1,48,21,
391835,Big house  in the  most charming area in Ipanema!,1298591,Karina,,Ipanema,-22.98494,-43.2062,Entire home/apt,1200,2,2,2013-01-04,0.02,2,114,0,
392267,HOLIDAY IN RIO 2021,1961007,Márcio,,Centro,-22.9114,-43.17583,Entire home/apt,153,3,104,2021-11-30,0.90,1,293,21,
394953,Copacabana River: Wi-Fi/Cable TV/Air Conditioning,1974118,Denise,,Copacabana,-22.98244,-43.19385,Entire home/apt,255,5,10,2018-01-26,0.09,1,117,0,
396849,3 bedrooms in Leblon,1982737,Estadia,,Leblon,-22.98197,-43.21949,Entire home/apt,2301,2,116,2021-08-15,0.99,78,122,10,
397397,Comfortable apartment in Sta Teresa Rio de Janeiro,1548126,Ania,,Santa Teresa,-22.91633,-43.18335,Entire home/apt,165,2,12,2021-11-30,0.30,1,17,3,
398226,Suíte total independente no Joá,149407,Ricardo,,São Conrado,-22.99901,-43.27469,Private room,600,1,0,,,5,365,0,
400326,Cool & Cozy Apartment in Copacabana,1998370,Jean,,Copacabana,-22.96714,-43.18372,Entire home/apt,572,1,148,2021-02-21,1.26,3,330,3,
402104,Lovely suite in Barra,2007018,Ana Lucia,,Barra da Tijuca,-23.01121,-43.34006,Private room,144,1,8,2018-01-22,0.07,4,328,0,
404674,"In the heart of our beautiful city…Oh, yeah!",261954,Elisa,,Flamengo,-22.93974,-43.17496,Private room,358,30,115,2017-03-02,0.98,3,52,0,
404771,Apartamento Copacabana posto 6,1409553,Heloisa,,Copacabana,-22.98332,-43.1911,Entire home/apt,600,5,11,2021-09-09,0.10,1,169,1,
404811,BAND NEW APT COPACABANA,581488,Carlos,,Copacabana,-22.97716,-43.1937,Private room,150,90,0,,,1,365,0,
405444,Copacabana/200m Beach World Cup,2020642,Frederico,,Copacabana,-22.97343,-43.1902,Entire home/apt,700,2,80,2021-11-16,0.75,3,180,5,
406425,Luxus Appartment Copacabana Beach,2025433,Rosane,,Copacabana,-22.96546,-43.17605,Entire home/apt,964,2,0,,,1,163,0,
406603,Big green terrace in Copacabana !!!,1610574,Alexandra,,Copacabana,-22.97258,-43.1883,Entire home/apt,2938,3,151,2021-11-29,1.30,2,157,14,
409038,Copa Penthouse - 1 Bed Studio,1603206,Bob,,Copacabana,-22.96697,-43.18053,Entire home/apt,400,3,11,2021-11-12,0.12,6,297,1,
409183,"Lapa:culture, work and fun in Rio",396108,Gisella,,Santa Teresa,-22.91424,-43.18059,Entire home/apt,134,4,23,2021-09-01,0.21,2,223,4,
409668,"Confort, Tranquility, Safety - RIO",2039483,Paulo Cesar,,Anil,-22.9459,-43.33593,Private room,180,3,14,2020-01-02,0.15,3,361,0,
416290,"Great single room in Botafogo, RJ",1989397,Dominique,,Botafogo,-22.95411,-43.19469,Private room,200,2,9,2020-02-26,0.08,1,362,0,
419204,LEBLON BEACHFRONT VILLA Apt.4,1319991,Jake,,São Conrado,-22.99626,-43.254,Entire home/apt,1070,5,8,2018-12-31,0.07,10,365,0,
421001,Confortable charming 3 bedroom,2093718,Elisa,,Humaitá,-22.95733,-43.2031,Entire home/apt,680,5,69,2021-11-04,0.65,1,295,5,
424916,Room in the middle of Copacabana and Ipanema,2112725,Monica,,Copacabana,-22.98168,-43.19363,Private room,657,2,25,2021-11-15,0.26,4,249,1,
428798,Aptº em Ipanema - Posto 9 - Rio,2131352,Denise,,Ipanema,-22.98434,-43.20793,Entire home/apt,800,4,20,2020-01-24,0.18,1,310,0,
433821,CHARMING APARTMENT IPANEMA 200 DAY,2155937,André,,Ipanema,-22.98439,-43.19963,Entire home/apt,486,3,29,2020-03-16,0.25,1,66,0,
435728,Spacious room in Copacabana!,1738680,Guilherme,,Copacabana,-22.97908,-43.19012,Entire home/apt,699,2,92,2020-03-14,0.86,1,10,0,
435764,Super Luxury Modern 3bed Part. Ocean,2104261,Djordje,,Copacabana,-22.98107,-43.1913,Entire home/apt,1581,5,53,2016-12-03,0.55,3,340,0,
435807,"Copa Super Deluxe 3bed, 3 bath, dining lounge",2104261,Djordje,,Copacabana,-22.98269,-43.18967,Entire home/apt,1078,5,0,,,3,352,0,
435808,"Copa Super Luxe 3bed, 3bath, dining lounge",2104261,Djordje,,Copacabana,-22.98257,-43.18996,Entire home/apt,1078,5,30,2017-09-17,0.31,3,351,0,
436868,COPACABANA/LAPA 10minutes excelent,2169494,Elen Salles,,Flamengo,-22.93359,-43.17734,Entire home/apt,800,4,46,2019-07-16,0.40,1,363,0,
438767,The best 3 bedroons in Leblon/Rio,530231,Yaya,,Leblon,-22.97957,-43.22572,Entire home/apt,1000,3,11,2021-11-15,0.09,5,351,1,
440183,"Wonderfull Rio, on the hills!",496656,Marcia  Longras,,Laranjeiras,-22.93436,-43.19292,Private room,80,3,9,2020-01-03,0.11,7,147,0,
441118,"IPANEMA, NICE STUDIOS, tv cabo",4307081,Nereu A,,Ipanema,-22.98479,-43.19978,Entire home/apt,681,1,5,2013-05-20,0.04,56,361,0,
441119,Ipanema 205  beach block internet,4307081,Nereu A,,Ipanema,-22.98463,-43.19917,Entire home/apt,255,2,37,2020-12-13,0.32,56,351,0,
441712,2 quartos pertinho da Lagoa (apenas temporada),1273774,Elisa,,Humaitá,-22.96028,-43.20327,Entire home/apt,180,2,15,2020-10-21,0.13,1,339,0,
442509,Price per person Sugar Loaf Flamengo Beach,1693952,Katia,,Glória,-22.92114,-43.17481,Private room,171,3,82,2021-07-24,0.71,2,340,2,
444101,A Summer Place in Rio.,2206207,Guacira,,Botafogo,-22.94478,-43.18134,Private room,160,3,55,2020-02-25,0.47,1,351,0,
444250,Charming Apartment Steps from Copacabana Beach,2206934,Delma,,Copacabana,-22.97237,-43.18761,Entire home/apt,696,4,117,2021-11-24,1.01,1,307,18,
447602,Copacabana near subway and beach ★★★★★ - 3,2112725,Monica,,Copacabana,-22.98168,-43.19363,Private room,757,2,7,2020-02-27,0.06,4,111,0,
449040,SUITE / GARAGE - VIP AREA IN RIO,1726378,Maria,,Jardim Botânico,-22.95756,-43.20506,Private room,206,7,1,2016-02-28,0.01,1,301,0,
449177,"APARTMENT NEAR TO GO TO ""ROCK IN RIO""!!",2206708,Lilian E Cadu,,Vargem Pequena,-22.99124,-43.47979,Private room,340,5,1,2019-04-28,0.03,1,363,0,
449391,Penthouse #3! Best Internet! Veranda! Expat US-DE,856145,Mario,,Copacabana,-22.98115,-43.19109,Private room,204,6,24,2021-11-26,0.20,3,327,5,
452494,Cozy apt in Copa with Special Olympics deal!!,2248256,Leni,,Copacabana,-22.98518,-43.19151,Entire home/apt,369,4,0,,,1,166,0,
452500,Kaza Rio Hostel room up to 6 people,2248279,Kaza Rio,,Estácio,-22.91488,-43.2093,Hotel room,144,1,5,2017-04-03,0.06,6,70,0,
453069,Bit of sky in the heart of Ipanema,302928,Ingrid E Diogo,,Ipanema,-22.98292,-43.20923,Private room,380,1,19,2020-03-13,0.17,1,238,0,
454557,Design Loft: quiet + comfortable,1424767,Gustavo,,Catete,-22.92807,-43.17995,Entire home/apt,180,1,9,2017-03-05,0.08,4,329,0,
458264,CONDO PRUDENTE 205,2278812,Nilzete,,Ipanema,-22.98461,-43.20076,Entire home/apt,454,3,3,2016-08-17,0.03,12,352,0,
462947,Apartment Rent in Rio (Copacabana),2300508,Luana,,Copacabana,-22.977,-43.18969,Entire home/apt,369,2,0,,,2,360,0,
464220,Studio in Nice Location (Flamengo),2306760,Gustavo E Patrícia,,Laranjeiras,-22.93615,-43.1803,Entire home/apt,150,3,74,2020-12-08,0.64,2,356,0,
465227,Home sweet home at the Rio Lagoon,2311421,Mario,,Humaitá,-22.95907,-43.20346,Private room,420,3,7,2021-12-10,0.06,1,363,1,
465251,Copacabana Beach  4Rooms APT Posto 5 Best of RJ BR,2308396,Inês,,Copacabana,-22.97888,-43.18997,Entire home/apt,1018,7,54,2021-09-10,0.49,1,342,3,
466477,ipanema Beach 801,4307081,Nereu A,,Copacabana,-22.98495,-43.1926,Private room,227,3,17,2021-01-04,0.16,56,354,1,
471651,Jupiter Home at Botafogo,918340,Flávia,,Botafogo,-22.94889,-43.18303,Entire home/apt,2500,15,17,2020-01-26,0.16,2,357,0,
473180,"Modern, bright, quiet Copacabana Loft Apartment",2346349,Martin,,Copacabana,-22.98253,-43.19014,Entire home/apt,645,6,9,2019-09-02,0.09,1,302,0,
480220,COZY STUDIO IN IPANEMA,1430897,Flavia & Nando,,Ipanema,-22.98583,-43.19374,Entire home/apt,729,7,114,2021-10-17,0.99,2,281,1,
483578,Two bedroom apartment near the sea,2394237,Leonor,,Barra da Tijuca,-23.00665,-43.32398,Entire home/apt,450,3,29,2020-02-06,0.25,1,340,0,
484267,Cozy Penthouse between Copacabana and Ipanema,2385085,Celia,,Copacabana,-22.9857,-43.19045,Entire home/apt,1038,2,117,2021-12-20,1.07,1,281,19,
484296,O MELHOR PONTO NA BARRA DA TIJUCA.,2397409,Regina,,Barra da Tijuca,-23.00439,-43.37633,Entire home/apt,150,2,16,2019-12-02,0.14,1,0,0,
485293,Beautiful  2 Bedrooms in Ipanema with Car Parking,1450861,Leila,,Ipanema,-22.98327,-43.19893,Entire home/apt,643,4,252,2021-12-06,2.24,4,281,17,
487461,LEBLON BEACHFRONT VILLA APT.2,1319991,Jake,,Vidigal,-22.98968,-43.233,Entire home/apt,973,5,20,2019-10-07,0.17,10,365,0,
487677,LEBLON OCEANFRONT PENTHOUSE,1319991,Jake,,Vidigal,-22.98982,-43.2273,Entire home/apt,1459,5,0,,,10,365,0,
487922,LEBLON BEACHFRONT BUNGALOW,1319991,Jake,,Vidigal,-22.98999,-43.22718,Entire home/apt,1459,5,0,,,10,365,0,
490098,Best location in Leblon - 1 bedroom,2423945,Renata,,Leblon,-22.98497,-43.22551,Entire home/apt,501,2,139,2021-11-21,1.52,1,143,2,
492856,Copacabana Penthouse Xavier - 4 rooms,1537641,Gilles,,Copacabana,-22.97583,-43.19146,Entire home/apt,3429,1,93,2021-12-19,1.26,9,313,18,
493569,Quarto familiar em Copacabana,2438532,Betty,,Copacabana,-22.96515,-43.1891,Private room,130,1,97,2021-12-12,0.89,2,354,9,
494903,CASABLANCA 1 STUNNING BEACHFRONT,2444956,Jeanne,,Vidigal,-22.99074,-43.23197,Entire home/apt,221,2,504,2021-12-18,4.49,2,184,79,
496174,Room 4 World Cup close 2 Maracanã,2450658,Mirella,,Tijuca,-22.93145,-43.24074,Private room,681,2,1,2013-02-14,0.01,1,358,0,
498025,Charming apartment in Rio,2001083,Cristiane,,Flamengo,-22.93089,-43.17639,Entire home/apt,379,3,2,2016-08-18,0.03,1,358,0,
504174,Apartamento Copacabana Vista Mar,2479834,Pedro,,Copacabana,-22.9791,-43.18918,Entire home/apt,224,3,2,2017-12-27,0.02,1,350,0,
505165,2021,144943,Marco,,Ipanema,-22.97894,-43.19764,Private room,299,7,19,2019-03-06,0.17,1,365,0,
507900,Independent suite inside nature RIO,2502969,Portão Vermelho,,Cosme Velho,-22.94433,-43.20504,Entire home/apt,159,3,84,2021-12-17,0.75,4,324,6,
508012,"1) Lapa, Downtown: Rio - Cosy Room",592995,Paulo Roberto,,Santa Teresa,-22.91384,-43.19172,Private room,175,4,2,2014-07-04,0.02,2,365,0,
508247,Ocean View - Flat in Luxury Resort,3146837,Solon,,Barra da Tijuca,-23.01057,-43.36956,Entire home/apt,800,3,98,2021-01-03,0.86,1,336,1,
508383,Cobertura IPANEMA Jacuzzi 10pessoas/AnoTodo,1408960,Celina,,Ipanema,-22.98251,-43.19732,Entire home/apt,1929,4,27,2020-02-26,0.26,2,348,0,
509929,Duplex Penthouse in Ipanema,2512454,Roberto,,Ipanema,-22.98306,-43.20036,Entire home/apt,590,2,173,2021-12-12,1.49,2,213,13,
510354,"Copacabana oceanview, room for 02..",1167383,Eduardo,,Copacabana,-22.9655,-43.17659,Private room,2037,1,35,2017-05-17,0.31,4,364,0,
512634,Quarto charmoso no canto do Leme,2513249,Elizabeth,,Leme,-22.96133,-43.16868,Private room,374,1,22,2020-10-12,0.20,2,175,0,
514424,"Lovely Apartament  in Lapa, RJ",2528930,Ana Paula Sciammarella,,Santa Teresa,-22.9142,-43.18123,Entire home/apt,227,10,5,2021-09-29,0.04,2,147,2,
514889,Extremely Calm 2 bdr apt. in Copaca,2535917,Nathalie,,Copacabana,-22.96791,-43.18863,Private room,1135,4,0,,,2,363,0,
515144,Small room with privacy,2536988,Celeste,,Botafogo,-22.95402,-43.19331,Private room,80,4,54,2021-12-17,0.55,2,344,1,
519097,"IPANEMA  Private Bath, Beach, Metro",2554622,Maria José,,Ipanema,-22.98653,-43.19572,Private room,200,2,222,2021-01-04,1.92,1,82,1,
519542,"Luxury Oceanview in Rio, Barra da Tijuca",2555939,Antonio,,Barra da Tijuca,-23.01106,-43.32761,Entire home/apt,1000,2,16,2021-11-18,0.14,1,350,4,
519865,"Apartament, lateral view from  sea",533666,Sandra Valéria,,Copacabana,-22.96385,-43.18007,Entire home/apt,800,3,77,2021-12-21,0.68,3,314,11,
523503,"STUDIO with GREAT VIEW! Guesthouse ""CASA 48""",406989,Casa 48 Guesthouse,,Santa Teresa,-22.92868,-43.19448,Private room,321,1,56,2020-03-02,0.54,6,269,0,
527221,Um quarto na Praia da Barra!,2590921,Anna,,Gardênia Azul,-22.95872,-43.35621,Entire home/apt,900,1,0,,,1,358,0,
528329,"STUDIO IN COPACABANA, RIO",2595823,Vitor,,Copacabana,-22.96558,-43.1778,Private room,436,2,1,2019-10-06,0.04,1,362,0,
528389,Quiet 1 bedroom apartment at Rio,2596229,Sydney,,Gávea,-22.97318,-43.22614,Entire home/apt,251,4,5,2021-05-05,0.07,1,291,1,
528558,Great space in  IPANEMA! RECENTLY UPDATED FEB.17!!,1663702,Maria Luisa,,Ipanema,-22.98346,-43.19993,Entire home/apt,1800,4,8,2020-02-10,0.07,1,357,0,
528951,Stylish Artistic Apartment Ipanema,2598673,Fabian,,Ipanema,-22.9856,-43.19892,Entire home/apt,1807,3,121,2021-07-08,1.42,1,83,6,
530753,"6pers,1 block from Copacabana beach",2397123,Camila,,Copacabana,-22.97825,-43.18941,Entire home/apt,600,3,42,2020-09-07,0.36,1,130,0,
536931,PRIME APARTMENT IN IPANEMA BEACH,338919,Charles,,Ipanema,-22.98583,-43.19577,Entire home/apt,649,3,220,2021-12-18,1.97,2,167,14,
537390,Guest room in Santa Tereza!,2527334,Miguel,,Laranjeiras,-22.92865,-43.19301,Private room,60,2,79,2020-01-27,0.72,1,269,0,
538034,Leblon Luxury Apart Hotel Superb!!!,2643038,Neusa Equipe Ar E Terra,,Leblon,-22.98224,-43.21673,Entire home/apt,897,3,8,2021-09-07,0.09,5,240,3,
540421,Duplex penthouse near the beach,2655983,Claudia,,Copacabana,-22.97034,-43.18662,Entire home/apt,1829,5,3,2020-02-14,0.05,5,365,0,
545007,House in the middle of nature,2502969,Portão Vermelho,,Cosme Velho,-22.94428,-43.20513,Entire home/apt,277,5,65,2021-10-16,0.59,4,306,9,
547967,QUARTOS PARA ESTUDANTES NO RECREIO,1760830,Raiane,,Barra da Tijuca,-23.01545,-43.44626,Private room,120,15,1,2015-09-10,0.01,4,365,0,
547968,Rio for Summer and Carnival,1760830,Raiane,,Barra da Tijuca,-23.0106,-43.4389,Private room,120,4,0,,,4,359,0,
548154,Large house - Paraty/RJ,2694627,Ricardo,,Taquara,-22.90574,-43.40871,Private room,120,1,0,,,4,365,0,
548156,Suite Aconchegante - Paraty / RJ,2694627,Ricardo,,Taquara,-22.90611,-43.40917,Private room,200,3,0,,,4,365,0,
548163,Quarto Aconchegante - Paraty / RJ,2694627,Ricardo,,Taquara,-22.90579,-43.40743,Private room,250,1,0,,,4,365,0,
548170,Suite Aconchegante - Paraty / RJ,2694627,Ricardo,,Taquara,-22.90634,-43.40683,Private room,200,1,0,,,4,365,0,
555606,Amazing 2 Bdr - 2 steps from Subway of Botafogo,2704494,Marcio,,Botafogo,-22.9492,-43.18457,Entire home/apt,700,2,228,2021-12-12,2.06,3,318,25,
557344,AIRES 3 bedrooms 3 bathrooms Copacabana RJ,2740249,Vincenzo,,Copacabana,-22.97746,-43.1902,Entire home/apt,918,3,1,2019-06-28,0.03,5,126,0,
561102,URCA 2 Bed Apt in Great Location,687759,Adriana,,Botafogo,-22.95426,-43.17443,Entire home/apt,567,3,3,2019-01-02,0.06,2,362,0,
566927,Heart of Copacabana Beach Front/Praia Copacaban,2788574,Teresa,,Copacabana,-22.97029,-43.18395,Private room,437,2,147,2021-09-11,1.36,2,352,1,
567300,"Copacabana oceanview, room for 02 ]",1167383,Eduardo,,Copacabana,-22.96534,-43.17647,Private room,2037,1,6,2016-08-13,0.05,4,365,0,
567326,"Copacabana oceanview, room for 02.",1167383,Eduardo,,Copacabana,-22.96392,-43.17509,Private room,2037,1,17,2017-02-27,0.15,4,365,0,
567338,Copacabana Ocean view / Suite for 2,1167383,Eduardo,,Copacabana,-22.96566,-43.17654,Private room,2037,1,9,2014-07-17,0.08,4,365,0,
569509,Cozy apartment in Copacabana!,2803261,Monica,,Copacabana,-22.98253,-43.19428,Entire home/apt,814,2,86,2021-11-22,0.78,1,206,6,
571163,Copa beach!,506187,Sheila,,Copacabana,-22.97056,-43.188,Private room,166,2,11,2021-11-15,0.15,3,351,1,
573086,Studio renovated in Copacabana,2791501,Valéria,,Copacabana,-22.96419,-43.17885,Entire home/apt,402,3,6,2017-09-25,0.05,1,14,0,
575720,Room in Barra da Tijuca Rio,2831706,Flávio William,,Barra da Tijuca,-23.00445,-43.30953,Private room,133,1,1,2019-04-27,0.03,2,342,0,
